"","X.x","egoID","alter.initial","egoalt_relation","egoalt_relate_othr","egoalter_tie","egoalter_commfreq","alter.gender","alt.gender_othr","alter.age","alter.acad.val","alter.career.val","alter.edu","alter.edu.othr","e0102","e0103","e0203","e0104","e0204","e0304","e0105","e0205","e0305","e0405","e0106","e0206","e0306","e0406","e0506","e0107","e0207","e0307","e0407","e0507","e0607","e0108","e0208","e0308","e0408","e0508","e0608","e0708","e0109","e0209","e0309","e0409","e0509","e0609","e0709","e0809","e0110","e0210","e0310","e0410","e0510","e0610","e0710","e0810","e0910","alterID","alter.genderbi","X.y","Q94_1","Q94_2","Q94_3","Q94_4","Q94_5","Q94_6","Q96_1","Q96_2","Q96_3","Q96_4","Q96_5","Q96_6","Q98_1","Q98_2","Q98_3","Q98_4","Q98_5","Q98_6","Q100_1","Q100_2","Q100_3","Q100_4","Q100_5","Q100_6","Q102_1","Q102_2","Q102_3","Q102_4","ego.careerval","ego.acadval","ego.gender","ego.race","Q3_9_TEXT","Q3_7_TEXT","ego.workhours","ego.studentorg","ego.belong","ego.age","ego.year","ext_reg","int_toknow","ext_iden","int_stim","amotiv","int_accomp","ext_intro","ego.genderbi","ego.racetri","mean.clo","mean.comm","mean.careerval","mean.acadval","mean.edu","alt.edudiverse","alt.type","alt.age","alt.agesd","alt.female","alt.male","alt.genratio","ego.ager","mean.eigen","dens","mean.deg","mean.bet","deg.centr","alter.aca.value.avg","alter.career.value.avg","density","gendersim","agediver","belong_cat","alter.same.gen","ego.gen.cen","alter.gen.cen"
"32",35,1056,"ms",1,"",10,1,2,"",45,8,10,6,"",NA,5,8,0,0,0,1,0,0,0,10,8,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,10,10,5,0,0,0,0,0,10,10,0,0,0,0,0,0,0,105601,1,35,5,3,4,2,1,4,5,5,5,4,2,1,3,4,5,3,4,2,1,2,2,5,4,3,2,2,3,4,10,7,1,1,NA,NA,16,1,4,NA,NA,5,3.75,3.75,2,1.25,3,3.75,0,1,8.5,3,9.3,8.4,6.4,5,4,39.6,13.2346346967174,1,9,0.111111111111111,NA,0.575525947758085,0.333333333333333,2.66666666666667,1.75925925925926,0.291666666666667,8.22222222222222,9.22222222222222,0.333333333333333,-0.777777777777778,2.94770277922009,1,"No",-0.0555040556199305,0.591445713179795
"33",36,1058,"ml",3,"",10,1,1,"",21,10,10,5,"",8,0,0,6,0,5,0,0,0,0,-4,-4,4,8,0,7,7,0,6,0,5,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,105801,0,36,4,5,5,5,1,5,5,5,5,5,5,1,5,5,5,5,5,4,1,5,5,5,5,5,5,1,5,5,10,10,1,1,NA,NA,10,1,5,NA,NA,4.75,5,5,4.75,1,5,5,0,1,7.1,3.1,9.3,9.1,6.1,4,3,31.6,10.7103273111101,4,6,0.666666666666667,NA,0.60511922317608,0.464285714285714,3.25,2.5,0.25,9.375,9.375,0.464285714285714,-0.25,2.75,1,"Yes",-0.0555040556199305,-0.408554286820205
"34",37,1060,"ms",1,"",10,1,1,"",37,10,10,5,"",10,10,10,10,10,10,10,10,10,10,8,8,8,8,10,0,0,0,0,10,0,10,10,10,10,10,10,0,10,10,10,10,10,10,0,10,0,0,0,0,10,0,10,0,0,106001,0,37,5,3,5,3,2,4,5,5,1,5,1,1,5,4,5,3,5,1,1,4,4,5,3,5,2,1,5,5,10,10,1,1,NA,NA,11,1,5,NA,NA,5,2.5,5,1.75,1.25,4.5,4.5,0,1,10,2,9.6,9.5,5.5,4,4,33.7,15.2100113229558,2,8,0.25,NA,0.78542351718273,0.688888888888889,6.2,1.4,0.311111111111111,9.5,9.6,0.688888888888889,-0.6,2.64643934467102,1,"Yes",-0.0555040556199305,-0.408554286820205
"35",39,1062,"mp",1,"",10,1,1,"",52,10,10,8,"",10,8,9,10,10,10,4,-4,3,-10,10,10,10,10,-3,10,10,10,10,-1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,10,10,106201,0,39,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,10,1,1,NA,NA,20,1,5,NA,NA,5,5,5,5,5,5,5,0,1,8.4,2.3,9,9,5.9,5,4,132.7,304.978341671813,4,5,0.8,NA,0.608917373666221,0.466666666666667,4.2,4,0.311111111111111,9,9,0.466666666666667,0,2.64643934467102,1,"Yes",-0.0555040556199305,-0.408554286820205
"36",40,1063,"jh ",1,"",10,1,1,"",53,10,10,6,"",NA,10,10,10,10,10,10,10,10,10,10,10,10,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106301,0,40,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,3,4,4,3,4,4,3,4,4,10,10,2,1,NA,NA,25,3,4,NA,NA,4,3.75,3.75,4,3.5,3.5,4,1,1,10,1,10,10,5.83333333333333,3,4,30.5,17.4327278416202,3,3,1,NA,0.926424336587709,0.933333333333333,4.66666666666667,0.166666666666667,0.0666666666666667,10,10,0.933333333333333,0,1.45914791702724,1,"No",0.14449594438007,-0.408554286820205
"37",41,1064,"sl",6,"",10,1,1,"",19,10,10,3,"",4,0,10,0,10,8,0,8,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106401,0,41,5,3,5,4,3,4,5,5,4,5,2,2,4,5,5,4,5,2,1,4,4,5,4,5,2,1,4,5,10,6,1,1,NA,NA,20,2,4,NA,NA,5,3.75,5,2.5,1.75,4,4.75,0,1,8.5,2,9.2,9.2,3.8,4,5,37,16,1,4,0.25,NA,0.748647040999208,0.7,2.8,0.6,0.3,9.2,9.2,0.7,-0.6,1.92192809488736,1,"Yes",-0.0555040556199305,-0.408554286820205
"38",42,1065,"cr",1,"",10,2,1,"",50,8,10,8,"",NA,7,7,9,9,10,6,6,4,4,10,10,0,0,1,10,10,3,10,0,0,5,5,5,4,-5,0,8,3,3,5,4,0,0,7,10,10,10,6,4,0,9,8,7,10,106501,0,42,5,2,4,2,5,1,4,5,3,5,2,5,2,4,5,4,5,2,2,3,5,5,3,2,1,1,2,4,8,2,2,1,NA,NA,30,3,4,NA,NA,5,3,4,1.75,3.25,2,4.25,1,1,9.7,2.5,8.7,4.3,5.9,4,4,32.8,18.10954321775,6,4,1.5,NA,0.774903527806186,0.777777777777778,7,2.28333333333333,0.111111111111111,4.3,8.7,0.777777777777778,-0.2,2.37095059445467,1,"No",0.14449594438007,-0.408554286820205
"39",43,1067,"lh",1,"",10,3,1,"",41,10,10,5,"",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106701,0,43,4,2,2,4,5,2,4,2,3,3,1,5,1,1,4,2,4,1,3,1,3,4,2,1,1,3,1,2,10,0,2,2,NA,NA,28,3,4,NA,NA,3.5,2.25,2.5,1.75,4,1.25,2.5,1,2,10,2.5,10,5,6,2,2,40.5,0.707106781186548,1,1,1,NA,1,1,1,0,0,5,10,1,0,1,1,"No",0.14449594438007,-0.408554286820205
"40",44,1068,"va",1,"",10,1,1,"",50,10,10,8,"",10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106801,0,44,1,4,5,4,3,5,4,5,4,5,3,4,4,3,2,3,3,2,1,2,3,4,4,3,1,2,3,2,10,10,1,2,NA,NA,0,3,3,NA,NA,3,3.75,4,2.5,2.5,3.5,3,0,2,10,2.66666666666667,10,10,8,1,3,49,1.4142135623731,1,2,0.5,NA,1,1,1,0,0,10,10,1,0,1,0,"Yes",-0.0555040556199305,-0.408554286820205
"41",45,1069,"tf",1,"",10,1,1,"",51,10,10,7,"",10,0,0,10,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106901,0,45,2,5,5,4,1,4,5,5,4,5,3,1,5,5,3,4,4,4,1,5,3,4,4,4,3,1,3,3,10,10,1,1,NA,NA,10,3,4,NA,NA,3.5,4.25,4.5,3.5,1,4.25,4,0,1,9.25,2.5,10,10,6.5,2,4,37.25,16.5403546918841,2,2,1,NA,1,1,2,0,0,10,10,1,0.333333333333333,1.58496250072116,1,"Yes",-0.0555040556199305,-0.408554286820205
"42",46,1071,"jo",1,"",10,2,1,"",61,10,10,8,"",10,10,10,10,10,10,0,0,0,0,4,3,0,0,0,10,10,10,10,0,0,10,10,10,10,0,0,10,10,9,10,9,0,0,10,10,9,8,8,8,0,0,10,10,10,107101,0,46,4,4,5,2,1,2,3,5,2,5,1,1,4,5,5,5,5,1,1,5,5,5,5,5,2,1,5,5,10,10,1,5,NA,NA,0,1,5,NA,NA,4.75,4,5,1.5,1,4,4.5,0,3,9.5,3,10,10,7.8,4,5,40.5555555555556,18.6152565864072,4,6,0.666666666666667,NA,0.876791638353123,0.833333333333333,6.66666666666667,0.777777777777778,0.166666666666667,10,10,0.833333333333333,-0.111111111111111,2.72548055699787,1,"Yes",-0.0555040556199305,-0.408554286820205
"43",47,1073,"si",1,"",10,1,1,"",37,10,10,6,"",NA,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,NA,10,10,10,10,10,10,10,10,10,10,10,9,8,9,9,9,9,10,9,10,107301,0,47,2,3,5,4,1,2,1,5,3,5,1,1,5,5,5,2,5,2,1,3,5,5,5,5,2,1,5,5,10,10,1,2,NA,NA,0,3,5,NA,NA,4.25,3.25,5,2.25,1,3.75,4,0,2,10,1.5,9.9,9.8,4.7,5,3,46,20.4015249974658,4,6,0.666666666666667,NA,0.944858954829739,0.955555555555555,8.6,0.2,0.0444444444444444,9.8,9.9,0.955555555555556,-0.2,3.12192809488736,1,"Yes",-0.0555040556199305,-0.408554286820205
"44",48,1075,"ra",1,"",7,2,1,"",63,8,8,4,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107501,0,48,4,2,4,2,3,2,2,4,2,4,2,4,2,3,3,2,4,2,2,2,3,4,2,3,1,2,2,3,7,7,1,2,NA,NA,0,3,2,NA,NA,3.75,2,3.75,1.75,2.75,2,2.75,0,2,6.5,2,8,8,4.5,2,2,60,4.24264068711928,1,1,1,NA,1,1,1,0,0,8,8,1,0,1,0,"Yes",-0.0555040556199305,-0.408554286820205
"45",49,1077,"ar",7,"",10,1,1,"",20,8,7,5,"",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107701,0,49,5,4,4,3,3,4,5,5,4,5,3,4,4,5,5,4,4,4,1,4,5,5,4,4,4,1,4,4,8,7,3,1,NA,NA,40,1,5,NA,NA,5,4,4.25,3.5,2.25,4,4.75,NA,1,8.5,3.5,8,7,4,2,3,509.5,692.25753878163,1,1,1,NA,1,1,1,0,0,7,8,1,1,1,1,"No",0.34449594438007,-0.408554286820205
"46",51,1079,"mr",1,"",10,1,1,"",42,10,10,8,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107901,0,51,4,2,5,2,1,2,4,5,2,5,1,1,4,4,5,3,5,1,1,4,5,5,3,4,1,1,2,4,10,10,1,1,NA,NA,13,1,4,NA,NA,4.75,2.5,4.75,1.25,1,3,4.25,0,1,10,1,10,10,6.5,2,2,45.5,4.94974746830583,1,1,1,NA,1,1,1,0,0,10,10,1,0,1,1,"Yes",-0.0555040556199305,-0.408554286820205
"47",52,1081,"cl",1,"",8,1,1,"",51,9,8,8,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108101,0,52,4,3,5,2,3,2,4,5,4,5,2,2,3,4,5,4,4,1,1,3,3,5,5,4,2,1,4,4,9,4,1,1,NA,NA,32,3,4,NA,NA,4.75,4,4.5,1.75,1.75,3,3.75,0,1,8,1.5,8.5,9,7.5,2,2,51,0,1,1,1,NA,1,1,1,0,0,9,8.5,1,0,0,1,"Yes",-0.0555040556199305,-0.408554286820205
"48",53,1082,"aw",5,"",10,1,1,"",23,10,10,5,"",2,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108201,0,53,3,4,4,4,1,4,5,3,5,5,2,1,5,5,5,3,4,1,1,1,1,3,3,3,1,1,1,4,6,6,2,1,NA,NA,0,3,3,NA,NA,3.5,3.75,4,2,1,2.75,3.75,1,1,4.66666666666667,1.33333333333333,7.33333333333333,6.66666666666667,4.33333333333333,2,4,22,1,2,1,2,NA,0.754970354689117,0.666666666666667,1.33333333333333,0.333333333333333,0.333333333333333,6.66666666666667,7.33333333333333,0.666666666666667,-0.333333333333333,1.58496250072116,0,"No",0.14449594438007,-0.408554286820205
"49",54,1084,"tm",1,"",10,1,1,"",46,10,10,8,"",10,10,8,10,10,8,10,10,8,7,7,5,1,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108401,0,54,4,3,4,3,1,3,4,4,2,4,1,1,NA,NA,NA,NA,NA,NA,1,3,2,4,2,2,1,1,2,3,10,10,1,1,NA,NA,0,1,4,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,10,1.66666666666667,9.16666666666667,8.83333333333333,5.5,4,4,36.3333333333333,21.5096877398689,1,5,0.2,NA,0.902198603380382,1,5,0.666666666666667,0,8.83333333333333,9.16666666666667,1,-0.666666666666667,2.25162916738782,1,"Yes",-0.0555040556199305,-0.408554286820205
"50",55,1085,"st",1,"",10,1,1,"",45,10,10,7,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108501,0,55,5,3,5,1,1,5,5,5,5,5,1,1,5,5,5,5,5,1,1,5,5,5,5,5,1,1,5,5,10,10,1,1,NA,NA,4,1,5,NA,NA,5,4.5,5,1,1,5,5,0,1,10,1,10,10,5.5,2,2,47.5,3.53553390593274,1,1,1,NA,1,1,1,0,0,10,10,1,0,1,1,"Yes",-0.0555040556199305,-0.408554286820205
"51",56,1087,"ph",1,"",10,1,2,"",53,10,10,8,"",NA,10,10,6,6,4,8,8,3,8,2,2,0,10,8,5,5,2,5,8,-2,10,10,10,3,2,0,1,6,6,4,9,8,7,8,1,7,7,2,6,4,1,5,1,8,108701,1,56,5,3,5,3,1,4,5,5,3,5,2,1,4,5,5,4,3,1,1,4,5,5,3,5,3,1,4,5,10,10,2,1,NA,NA,20,3,5,NA,NA,5,3.25,4.5,2.25,1,4,5,1,1,8.7,1.8,8.2,7.9,5.3,5,5,33.3,22.5883450773476,6,4,1.5,NA,0.850970710902039,0.911111111111111,8.2,4.83333333333333,0.0888888888888889,7.9,8.2,0.911111111111111,-0.2,1.57095059445467,1,"Yes",0.14449594438007,0.591445713179795
"52",57,1088,"jb",1,"",8,1,1,"",54,10,10,5,"",-5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108801,0,57,3,4,4,4,2,4,4,5,4,4,4,2,5,4,5,5,5,5,1,3,3,4,5,5,4,1,4,4,10,10,2,2,NA,NA,25,3,4,NA,NA,4.25,4.5,4.5,4.25,1.5,4,3.75,1,2,6,2,10,8,5,1,3,43,19.0525588832576,1,2,0.5,NA,0.766622455746454,0.666666666666667,1.33333333333333,0.333333333333333,0.333333333333333,8,10,0.666666666666667,0.333333333333333,0.918295834054489,1,"No",0.14449594438007,-0.408554286820205
"53",60,1093,"vg",8,"academic",10,4,1,"",60,10,10,8,"",3,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109301,0,60,5,4,5,3,1,4,4,5,4,5,3,1,4,4,5,5,4,3,1,4,5,5,4,4,4,1,4,5,10,8,1,1,NA,NA,40,3,5,NA,NA,5,4.25,4.5,3.25,1,4,4.5,0,1,9.5,2.25,9.25,7.75,6.5,4,4,35.5,16.4215305823381,0,4,0,NA,1,1,1,0,0,9.5,9,1,-1,1,1,"Yes",-0.0555040556199305,-0.408554286820205
"54",61,1094,"tp",3,"",10,1,2,"",25,10,10,7,"",NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,109401,1,61,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,2,6,NA,NA,0,3,4,NA,NA,3,3,3,3,3,3,3,1,3,10,1.5,10,10,5.2,4,3,28.7,12.8931506364167,6,4,1.5,NA,0.981507290636732,0.977777777777778,8.8,0.1,0.0222222222222222,10,10,0.977777777777778,-0.2,1.96096404744368,1,"Yes",0.14449594438007,0.591445713179795
"55",62,1095,"kj",1,"",10,2,1,"",41,10,7,7,"",10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109501,0,62,4,3,5,2,2,4,4,4,5,5,3,1,4,5,5,5,5,3,1,2,5,5,4,4,2,1,3,5,10,10,1,1,NA,NA,10,1,4,NA,NA,4.5,4.25,4.75,2.5,1.25,3.25,4.75,0,1,10,1.66666666666667,7.66666666666667,8.33333333333333,6.66666666666667,3,3,35.6666666666667,12.8582010146573,1,2,0.5,NA,1,1,1,0,0,10,8,1,0,1,1,"Yes",-0.0555040556199305,-0.408554286820205
"56",63,1096,"mt",8,"academic",-1,5,1,"",45,7,8,8,"",8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109601,0,63,5,3,5,2,3,4,5,5,3,4,1,2,4,5,5,3,2,4,1,2,4,4,4,5,4,1,5,4,10,10,2,1,NA,NA,20,1,4,NA,NA,4.75,3.25,4,2.75,1.75,3.75,4.5,1,1,5,2.66666666666667,9.33333333333333,8,6.33333333333333,3,4,38.3333333333333,17.0098010962308,1,2,0.5,NA,0.804737854124365,0.666666666666667,1.33333333333333,0.333333333333333,0.333333333333333,8,9.33333333333333,0.666666666666667,0.333333333333333,1.58496250072116,1,"No",0.14449594438007,-0.408554286820205
"57",64,1097,"ma",3,"",8,1,1,"",24,9,10,7,"",6,9,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109701,0,64,5,4,5,4,1,4,4,5,4,5,2,1,4,3,5,4,5,2,1,4,4,5,4,1,1,1,4,4,8,7,2,1,NA,NA,20,1,4,NA,NA,5,4,4,2.25,1,4,3.75,1,1,8.75,1.75,9.25,8.75,6.5,2,4,33.5,17.5973482850873,1,3,0.333333333333333,NA,0.950260353119404,1,2,0,0,8.33333333333333,9,1,1,1.58496250072116,1,"No",0.14449594438007,-0.408554286820205
"58",65,1100,"jmm",1,"",6,2,1,"",44,9,10,5,"",-1,4,7,0,7,7,0,0,0,0,6,6,0,5,0,6,5,7,3,0,0,7,8,7,2,0,0,6,8,7,6,0,0,0,7,7,6,8,10,0,0,0,8,8,3,110001,0,65,4,5,5,4,2,4,4,5,4,5,2,3,4,2,5,5,4,1,1,2,4,5,5,5,4,1,3,4,10,9,1,1,NA,NA,40,1,5,NA,NA,4.75,4.75,4.75,2.75,1.75,3.25,3.5,0,1,7.4,2.4,7.8,7.6,5.6,3,5,44.8,23.7524267766007,3,7,0.428571428571429,NA,0.797228814118933,0.75,6,1.22222222222222,0.125,7.66666666666667,7.77777777777778,0.75,-0.333333333333333,2.72548055699787,1,"Yes",-0.0555040556199305,-0.408554286820205
"59",67,1102,"tka",1,"",8,1,1,"",48,4,10,7,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110201,0,67,2,3,5,2,4,2,5,5,3,2,1,4,2,2,5,4,2,1,3,2,5,5,4,4,1,4,3,4,10,4,1,1,NA,NA,45,1,4,NA,NA,4.25,3.5,3.25,1.25,3.75,2.25,4,0,1,9,1,10,5.5,6,2,2,48,0,1,1,1,NA,1,1,1,0,0,5.5,10,1,0,0,1,"Yes",-0.0555040556199305,-0.408554286820205
"60",68,1103,"cn",5,"",10,1,2,"",19,10,10,5,"",8,5,10,3,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110301,1,68,4,3,5,4,1,4,5,5,4,5,1,1,5,4,4,4,5,1,1,5,3,5,5,2,1,1,4,5,4,2,1,2,NA,NA,10,3,2,NA,NA,4.5,4,4.25,1.75,1,4.5,4.25,0,2,10,1.25,10,9.75,5.75,3,4,34,14.094916341244,2,2,1,NA,0.874185930256372,1,3,0.25,0,9.75,10,1,0,2,0,"No",-0.0555040556199305,0.591445713179795
"61",69,1107,"kn",1,"",8,1,1,"",49,10,10,4,"",-10,0,0,0,0,10,10,0,0,0,8,5,6,4,0,2,5,0,0,0,0,3,4,0,-1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110701,0,69,5,3,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,1,5,NA,NA,20,3,3,NA,NA,4,3.5,4,4,4,3.5,3.5,0,3,8.2,3.3,10,10,5.8,4,4,25.9,9.80306074652198,4,6,0.666666666666667,NA,0.733676718234556,0.392857142857143,2.75,3.1875,0.178571428571429,10,10,0.392857142857143,-0.25,2.25,0,"Yes",-0.0555040556199305,-0.408554286820205
"62",70,1108,"lr",1,"",10,1,1,"",53,10,10,5,"",NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110801,0,70,1,3,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,2,2,NA,NA,0,3,5,NA,NA,3,3.5,4,4,4,3.5,3.5,1,2,10,1,10,10,5.66666666666667,2,4,32.6666666666667,17.9536440126603,1,2,0.5,NA,0.804737854124365,0.666666666666667,1.33333333333333,0.333333333333333,0.333333333333333,10,10,0.666666666666667,0.333333333333333,1.58496250072116,1,"No",0.14449594438007,-0.408554286820205
"63",72,1118,"mm",8,"academic",-2,6,2,"",40,5,10,8,"",-3,-4,10,0,0,0,-2,6,8,0,3,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,6,0,0,0,0,0,111801,1,72,5,5,5,3,1,2,4,5,3,5,4,1,2,2,3,5,5,3,1,2,2,5,5,5,1,1,2,3,7,5,2,1,NA,NA,20,1,5,NA,NA,4.5,4.5,5,2.75,1,2,2.75,1,1,7.6,3.1,8.9,9.1,7.3,4,3,133.4,304.387983410062,7,3,2.33333333333333,NA,0.454635673899425,0.25,2,2.38888888888889,0.25,9,8.77777777777778,0.25,-0.555555555555556,2.94770277922009,1,"Yes",0.14449594438007,0.591445713179795
"64",73,1121,"km",1,"",10,1,1,"",NA,9,10,10,"",NA,10,10,10,10,10,8,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112101,0,73,1,5,5,3,1,4,5,4,5,4,3,2,3,3,3,3,3,3,1,4,4,3,3,3,4,1,3,3,10,10,1,2,NA,NA,0,3,3,NA,NA,2.75,4,3.75,3.25,1.25,3.5,3.75,0,2,9.8,1.4,10,9.8,10,1,4,NA,NA,3,2,1.5,NA,0.899382315674275,0.9,3.6,0.2,0.1,9.8,10,0.9,0.2,0,0,"Yes",-0.0555040556199305,-0.408554286820205
"65",74,1122,"ba",1,"",4,1,1,"",40,4,4,7,"",-10,NA,6,4,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112201,0,74,4,3,5,2,2,1,5,5,5,5,2,1,4,4,5,5,5,1,1,3,5,5,5,5,2,1,2,4,7,8,1,1,NA,NA,0,3,4,NA,NA,4.75,4.5,5,1.75,1.25,2.5,4.5,0,1,4.75,2,5.25,5.25,6.5,2,3,44.5,11.9582607431014,1,3,0.333333333333333,NA,0.7796954097237,0.666666666666667,2,0.5,0.333333333333333,5.25,5.25,0.666666666666667,-0.5,2,1,"Yes",-0.0555040556199305,-0.408554286820205
